20 -58 0 
4 -58 4.50769e-14 
4 -42 4.50769e-14 
20 -42 0 

20 -58 0 
12 -58 13.8564 
12 -42 13.8564 
20 -42 0 

20 -58 0 
28 -58 13.8564 
28 -42 13.8564 
20 -42 0 

20 -58 0 
36 -58 -4.50769e-14 
36 -42 -4.50769e-14 
20 -42 0 

20 -58 0 
28 -58 -13.8564 
28 -42 -13.8564 
20 -42 0 

20 -58 0 
12 -58 -13.8564 
12 -42 -13.8564 
20 -42 0 

20 -58 0 
4 -58 4.50769e-14 
4 -42 4.50769e-14 
20 -42 0 

