-20 158 0 
-8.68629 158 11.3137 
-8.68629 142 11.3137 
-20 142 0 

-20 158 0 
-24.1411 158 15.4548 
-24.1411 142 15.4548 
-20 142 0 

-20 158 0 
-35.4548 158 4.1411 
-35.4548 142 4.1411 
-20 142 0 

-20 158 0 
-31.3137 158 -11.3137 
-31.3137 142 -11.3137 
-20 142 0 

-20 158 0 
-15.8589 158 -15.4548 
-15.8589 142 -15.4548 
-20 142 0 

-20 158 0 
-4.54519 158 -4.1411 
-4.54519 142 -4.1411 
-20 142 0 

-20 158 0 
-8.68629 158 11.3137 
-8.68629 142 11.3137 
-20 142 0 

