 0 -8 0
 0 -8 16
 0 8 16
 0 8 0

 0 -8 0
 13.8564 -8 8
 13.8564 8 8
 0 8 0

 0 -8 0
 13.8564 -8 -8
 13.8564 8 -8
 0 8 0

 0 -8 0
 0 -8 -16
 0 8 -16
 0 8 0

 0 -8 0
 -13.8564 -8 -8
 -13.8564 8 -8
 0 8 0

 0 -8 0
 -13.8564 -8 8
 -13.8564 8 8
 0 8 0

 0 -8 0
 -0 -8 16
 -0 8 16
 0 8 0
