150 162.692 -68.5815
190 162.692 -200
190 222.692 -200
150 222.692 -68.5815

150 162.692 -68.5815
110 162.692 -200
110 222.692 -200
150 222.692 -68.5815

150 162.692 -68.5815
110 162.692 64
110 222.692 64
150 222.692 -68.5815

150 162.692 -68.5815
190 162.692 64
190 222.692 64
150 222.692 -68.5815

150 162.692 -68.5815
190 162.692 -200
190 222.692 -200
150 222.692 -68.5815

